# Miscellaneous geolocation entries,,,
2804:1088::/32,BR,BR-PE,Carpina
167.249.4.0/22,BR,BR-PE,Carpina
170.150.76.0/22,BR,BR-PE,Carpina
177.23.168.0/21,BR,BR-PE,Carpina
179.127.40.0/21,BR,BR-PE,Carpina
190.109.80.0/22,BR,BR-PE,Carpina
